image_id_roi_id, pixel_size, x, y, score
1079_CD3_ROI_1, 0.24309392273426056, 103.03125, 357.203125, 1
1079_CD3_ROI_1, 0.24309392273426056, 11.765625, 51.4375, 1
1079_CD3_ROI_1, 0.24309392273426056, 8.4296875, 74.75, 1
1079_CD3_ROI_1, 0.24309392273426056, 50.40625, 18.78125, 1
1079_CD3_ROI_1, 0.24309392273426056, 47.0703125, 96.71875, 1
1079_CD3_ROI_1, 0.24309392273426056, 160.9921875, 104.71875, 1
1079_CD3_ROI_1, 0.24309392273426056, 151.0, 177.34375, 1
1079_CD3_ROI_1, 0.24309392273426056, 452.1171875, 39.4375, 1
1079_CD3_ROI_1, 0.24309392273426056, 456.109375, 78.078125, 1
1079_CD3_ROI_1, 0.24309392273426056, 407.484375, 62.765625, 1
1079_CD3_ROI_1, 0.24309392273426056, 432.125, 64.09375, 1
1079_CD3_ROI_1, 0.24309392273426056, 423.46875, 28.78125, 1
1079_CD3_ROI_1, 0.24309392273426056, 362.1328125, 161.359375, 1
1079_CD3_ROI_1, 0.24309392273426056, 352.4765625, 130.0625, 1
1079_CD3_ROI_1, 0.24309392273426056, 247.5234375, 349.625, 1
1079_CD3_ROI_1, 0.24309392273426056, 253.96875, 170.5625, 1
1079_CD3_ROI_1, 0.24309392273426056, 207.546875, 389.21875, 1
1079_CD3_ROI_1, 0.24309392273426056, 235.546875, 381.84375, 1
1079_CD3_ROI_1, 0.24309392273426056, 353.3203125, 480.671875, 1
1079_CD3_ROI_1, 0.24309392273426056, 343.28125, 420.4375, 1
1079_CD3_ROI_1, 0.24309392273426056, 259.9765625, 91.859375, 1
1079_CD3_ROI_1, 0.24309392273426056, 211.734375, 135.671875, 1
1079_CD3_ROI_1, 0.24309392273426056, 326.703125, 388.953125, 1
1079_CD3_ROI_1, 0.24309392273426056, 132.9296875, 248.25, 1
1079_CD3_ROI_1, 0.24309392273426056, 414.96875, 410.25, 1
1079_CD3_ROI_1, 0.24309392273426056, 282.8125, 413.9375, 1
1079_CD3_ROI_1, 0.24309392273426056, 188.71875, 291.828125, 1
1079_CD3_ROI_2, 0.24309392273426056, 751.40234375, 200.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 748.30078125, 225.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 759.80078125, 331.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 661.0, 318.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 712.5, 431.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 678.90234375, 456.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 818.69921875, 520.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 830.30078125, 285.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 545.40234375, 676.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 541.19921875, 693.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 614.80078125, 630.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 626.80078125, 585.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 833.5, 811.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 869.6015625, 778.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 886.19921875, 901.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 669.69921875, 923.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 717.0, 669.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 738.80078125, 654.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 830.19921875, 881.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 783.0, 24.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 1264.6015625, 96.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 1389.0, 96.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 885.6015625, 526.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 839.19921875, 591.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 738.6015625, 609.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 650.5, 546.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 700.80078125, 479.0, 1
1079_CD3_ROI_2, 0.24309392273426056, 742.2109375, 922.28125, 1
1079_CD3_ROI_2, 0.24309392273426056, 1199.265625, 678.671875, 1
1079_CD3_ROI_2, 0.24309392273426056, 1007.6953125, 672.640625, 1
1079_CD3_ROI_2, 0.24309392273426056, 585.33984375, 689.96875, 1
1079_CD3_ROI_2, 0.24309392273426056, 753.22265625, 581.234375, 1
1079_CD3_ROI_2, 0.24309392273426056, 776.453125, 589.59375, 1
1079_CD3_ROI_2, 0.24309392273426056, 712.984375, 120.96875, 1
1079_CD3_ROI_2, 0.24309392273426056, 720.8203125, 110.265625, 1
1079_CD3_ROI_2, 0.24309392273426056, 716.28125, 129.625, 1
1079_CD3_ROI_2, 0.24309392273426056, 835.015625, 228.984375, 1
1079_CD3_ROI_2, 0.24309392273426056, 639.1875, 243.40625, 1
1079_CD3_ROI_2, 0.24309392273426056, 833.77734375, 315.96875, 1
1079_CD3_ROI_2, 0.24309392273426056, 684.60546875, 418.09375, 1
1079_CD3_ROI_2, 0.24309392273426056, 973.67578125, 196.078125, 1
1079_CD3_ROI_2, 0.24309392273426056, 985.7265625, 926.078125, 1
1079_CD3_ROI_2, 0.24309392273426056, 646.03515625, 723.75, 1
1079_CD3_ROI_2, 0.24309392273426056, 101.98828125, 177.421875, 1
1079_CD3_ROI_2, 0.24309392273426056, 420.4453125, 432.03125, 1
1079_CD3_ROI_2, 0.24309392273426056, 936.6796875, 30.828125, 1
1079_CD3_ROI_2, 0.24309392273426056, 901.46875, 738.625, 1
1079_CD3_ROI_2, 0.24309392273426056, 481.828125, 35.203125, 1
1079_CD3_ROI_2, 0.24309392273426056, 707.4140625, 453.609375, 1
1079_CD3_ROI_2, 0.24309392273426056, 859.01953125, 287.453125, 1
1079_CD3_ROI_2, 0.24309392273426056, 1222.87109375, 18.203125, 1
1079_CD3_ROI_2, 0.24309392273426056, 793.52734375, 893.875, 1
1079_CD3_ROI_3, 0.24309392273426056, 832.30078125, 466.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 460.599609375, 238.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 522.30078125, 243.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 520.30078125, 287.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 61.0, 415.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 513.30078125, 368.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 485.099609375, 361.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 729.599609375, 379.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 738.69921875, 357.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 752.80078125, 334.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 596.400390625, 185.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 453.900390625, 539.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 500.69921875, 489.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 760.5, 630.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 690.80078125, 615.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 604.099609375, 612.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 547.099609375, 583.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 486.5, 622.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 452.400390625, 636.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 389.19921875, 647.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 353.099609375, 640.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 196.80078125, 778.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 231.400390625, 769.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 286.900390625, 764.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 396.400390625, 741.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 339.30078125, 787.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 343.400390625, 732.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 409.599609375, 674.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 192.19921875, 868.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 271.099609375, 877.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 319.5, 835.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 368.400390625, 835.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 400.400390625, 808.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 446.80078125, 840.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 403.5, 850.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 371.900390625, 858.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 513.0, 685.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 557.30078125, 649.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 579.19921875, 651.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 644.900390625, 646.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 653.5, 690.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 624.5, 696.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 596.0, 692.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 621.900390625, 666.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 723.80078125, 705.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 754.80078125, 710.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 683.0, 510.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 733.5, 454.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 618.400390625, 743.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 625.0, 769.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 603.099609375, 787.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 579.69921875, 790.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 553.19921875, 813.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 598.5, 762.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 615.30078125, 810.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 640.80078125, 811.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 649.400390625, 780.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 644.30078125, 753.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 631.099609375, 719.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 531.30078125, 707.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 690.69921875, 747.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 681.0, 771.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 733.5, 733.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 680.5, 843.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 687.099609375, 816.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 631.099609375, 859.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 605.099609375, 857.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 607.19921875, 885.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 545.599609375, 884.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 498.69921875, 850.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 507.900390625, 823.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 475.30078125, 864.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 459.0, 903.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 630.099609375, 890.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 685.599609375, 876.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 684.30078125, 914.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 424.80078125, 908.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 382.400390625, 909.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 386.599609375, 879.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 669.900390625, 798.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 706.599609375, 820.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 727.19921875, 807.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 719.900390625, 753.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 655.30078125, 909.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 480.0, 894.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 281.099609375, 920.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 313.099609375, 869.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 608.400390625, 566.0, 1
1079_CD3_ROI_4, 0.24309392273426056, 301.265625, 685.921875, 1
1079_CD3_ROI_4, 0.24309392273426056, 328.095703125, 659.09375, 1
1079_CD3_ROI_4, 0.24309392273426056, 237.7890625, 863.90625, 1
1079_CD3_ROI_4, 0.24309392273426056, 340.52734375, 899.90625, 1
1079_CD3_ROI_4, 0.24309392273426056, 327.439453125, 881.59375, 1
1079_CD3_ROI_4, 0.24309392273426056, 506.0859375, 882.234375, 1
1079_CD3_ROI_4, 0.24309392273426056, 667.060546875, 894.015625, 1
1079_CD3_ROI_4, 0.24309392273426056, 715.486328125, 856.0625, 1
1079_CD3_ROI_4, 0.24309392273426056, 730.53515625, 827.265625, 1
1079_CD3_ROI_4, 0.24309392273426056, 752.78515625, 775.578125, 1
1079_CD3_ROI_4, 0.24309392273426056, 746.896484375, 678.71875, 1
1079_CD3_ROI_4, 0.24309392273426056, 753.439453125, 589.734375, 1
1079_CD3_ROI_4, 0.24309392273426056, 744.93359375, 564.203125, 1
1079_CD3_ROI_4, 0.24309392273426056, 603.587890625, 714.0625, 1
1079_CD3_ROI_4, 0.24309392273426056, 487.76171875, 733.046875, 1
1079_CD3_ROI_4, 0.24309392273426056, 355.580078125, 676.109375, 1
1079_CD3_ROI_4, 0.24309392273426056, 320.2421875, 750.703125, 1
1079_CD3_ROI_4, 0.24309392273426056, 319.587890625, 771.65625, 1
1079_CD3_ROI_4, 0.24309392273426056, 590.5, 902.515625, 1
1079_CD3_ROI_4, 0.24309392273426056, 38.205078125, 453.625, 1
1079_CD3_ROI_4, 0.24309392273426056, 430.83203125, 439.875, 1
1079_CD3_ROI_4, 0.24309392273426056, 90.52734375, 338.421875, 1
1079_CD3_ROI_4, 0.24309392273426056, 141.017578125, 394.78125, 1
1079_CD3_ROI_4, 0.24309392273426056, 274.875, 818.671875, 1
1079_CD3_ROI_4, 0.24309392273426056, 755.125, 860.9375, 1
1079_CD3_ROI_5, 0.24309392273426056, 223.80078125, 101.0, 1
1079_CD3_ROI_5, 0.24309392273426056, 414.1015625, 1838.0, 1
1079_CD3_ROI_5, 0.24309392273426056, 1196.90234375, 1640.0, 1
1079_CD3_ROI_5, 0.24309392273426056, 1286.16796875, 1592.25, 1
1079_CD3_ROI_5, 0.24309392273426056, 1406.87109375, 1500.71875, 1
1079_CD3_ROI_5, 0.24309392273426056, 2120.16796875, 22.3125, 1
1079_CD3_ROI_5, 0.24309392273426056, 308.88671875, 328.0625, 1
1079_CD3_ROI_5, 0.24309392273426056, 158.875, 1275.34375, 1
1079_CD3_ROI_6, 0.24309392273426056, 146.0, 574.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 183.8984375, 573.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 172.6015625, 534.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 259.8046875, 579.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 187.3984375, 618.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 255.3984375, 671.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 186.3046875, 873.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 246.1015625, 847.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 228.5, 730.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 226.5, 766.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 193.5, 720.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 451.203125, 705.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 546.0, 732.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 584.5, 728.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 309.3046875, 1106.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 565.703125, 1021.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 304.3046875, 1017.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 727.1015625, 1065.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 692.3046875, 1091.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 679.3046875, 940.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 711.0, 893.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 668.1015625, 879.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 627.1015625, 881.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 596.703125, 890.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 570.0, 874.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 480.6015625, 892.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 512.3046875, 887.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 537.1015625, 918.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 742.6015625, 838.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 787.8984375, 837.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 774.3046875, 931.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 838.8984375, 959.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 951.8046875, 955.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 1056.1015625, 770.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 1213.3984375, 960.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 984.8046875, 1105.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 948.3046875, 1097.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 933.203125, 1113.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 1003.3984375, 965.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 1001.703125, 1049.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 858.5, 1007.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 729.5, 978.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 820.8984375, 850.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 830.3046875, 779.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 775.3046875, 792.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 732.203125, 799.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 975.3046875, 722.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 849.5, 838.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 377.203125, 894.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 87.1015625, 915.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 103.3984375, 834.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 891.1015625, 1022.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 484.703125, 459.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 227.1015625, 29.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 923.3046875, 225.0, 1
1079_CD3_ROI_6, 0.24309392273426056, 27.9140625, 865.578125, 1
1079_CD3_ROI_6, 0.24309392273426056, 380.71875, 963.53125, 1
1079_CD3_ROI_6, 0.24309392273426056, 434.453125, 1007.734375, 1
1079_CD3_ROI_6, 0.24309392273426056, 458.7265625, 911.515625, 1
1079_CD3_ROI_6, 0.24309392273426056, 583.5625, 914.125, 1
1079_CD3_ROI_6, 0.24309392273426056, 580.09375, 940.125, 1
1079_CD3_ROI_6, 0.24309392273426056, 710.1171875, 1113.484375, 1
1079_CD3_ROI_6, 0.24309392273426056, 858.3515625, 1102.21875, 1
1079_CD3_ROI_6, 0.24309392273426056, 309.6328125, 689.609375, 1
1079_CD3_ROI_6, 0.24309392273426056, 339.96875, 780.625, 1
1079_CD3_ROI_6, 0.24309392273426056, 133.6640625, 811.828125, 1
1079_CD3_ROI_6, 0.24309392273426056, 207.3515625, 843.890625, 1
1079_CD3_ROI_6, 0.24309392273426056, 40.046875, 589.921875, 1
1079_CD3_ROI_6, 0.24309392273426056, 502.9453125, 733.8125, 1
1079_CD3_ROI_6, 0.24309392273426056, 496.875, 773.6875, 1
1079_CD3_ROI_6, 0.24309392273426056, 535.015625, 780.625, 1
1079_CD3_ROI_6, 0.24309392273426056, 881.7578125, 958.3125, 1
1079_CD3_ROI_6, 0.24309392273426056, 616.359375, 1059.9375, 1
1079_CD3_ROI_6, 0.24309392273426056, 602.0859375, 924.859375, 1
1079_CD3_ROI_6, 0.24309392273426056, 539.484375, 945.171875, 1
1079_CD3_ROI_6, 0.24309392273426056, 640.1171875, 935.09375, 1
1079_CD3_ROI_6, 0.24309392273426056, 679.3828125, 830.375, 1
1079_CD3_ROI_6, 0.24309392273426056, 692.46875, 780.9375, 1
1079_CD3_ROI_6, 0.24309392273426056, 805.8984375, 767.125, 1
1079_CD3_ROI_6, 0.24309392273426056, 896.78125, 777.3125, 1
1079_CD3_ROI_6, 0.24309392273426056, 828.5234375, 1084.984375, 1
1079_CD3_ROI_6, 0.24309392273426056, 946.515625, 1005.90625, 1
1079_CD3_ROI_6, 0.24309392273426056, 768.03125, 1120.921875, 1
1079_CD3_ROI_6, 0.24309392273426056, 746.4765625, 871.140625, 1
1079_CD3_ROI_6, 0.24309392273426056, 608.078125, 44.265625, 1
1079_CD3_ROI_6, 0.24309392273426056, 626.5, 134.296875, 1
1079_CD3_ROI_6, 0.24309392273426056, 627.859375, 175.21875, 1
1079_CD3_ROI_6, 0.24309392273426056, 649.6796875, 256.390625, 1
1079_CD3_ROI_6, 0.24309392273426056, 692.6484375, 267.984375, 1
1079_CD3_ROI_6, 0.24309392273426056, 592.390625, 294.578125, 1
1079_CD3_ROI_6, 0.24309392273426056, 1215.1171875, 482.140625, 1
1079_CD3_ROI_6, 0.24309392273426056, 1032.3203125, 654.703125, 1
1079_CD3_ROI_6, 0.24309392273426056, 938.1953125, 721.546875, 1
1079_CD3_ROI_6, 0.24309392273426056, 882.9453125, 709.265625, 1
1079_CD3_ROI_6, 0.24309392273426056, 431.421875, 621.28125, 1
1079_CD3_ROI_6, 0.24309392273426056, 234.515625, 880.203125, 1
1079_CD3_ROI_6, 0.24309392273426056, 114.90625, 900.984375, 1
1079_CD3_ROI_6, 0.24309392273426056, 339.078125, 904.5625, 1
1079_CD3_ROI_6, 0.24309392273426056, 585.453125, 754.15625, 1
1079_CD3_ROI_6, 0.24309392273426056, 567.546875, 776.359375, 1
1079_CD3_ROI_6, 0.24309392273426056, 730.125, 766.328125, 1
